Place,Name,Gender,Time
1286,MARTINE FERRER Juan Amador ,M,45:25:12
1287,GRINAN GARRIGOS Juan Manuel,M,45:25:17
1288,JOYE Damien,M,45:26:02
1289,BULLION Pierre-Yves,M,45:26:09
1290,CHERENCE Julien,M,45:26:10
1291,ENGLER Falk,M,45:26:13
1292,PAYEN Charles,M,45:26:22
1293,BERTRAND David,M,45:26:41
1294,AUBERT Jean-Baptiste,M,45:26:59
1295,DATTATREYA Robi,M,45:27:02
1296,RENAULT Alexis,M,45:27:20
1297,RENAULT Emmanuel,M,45:27:22
1298,SENDELL Greg,M,45:27:25
1299,SGUERZI Patrice,M,45:27:26
1300,GUELFF Thierry,M,45:27:39
1301,CIANCIOSI Andrea,M,45:27:41
1302,FABRY Nicolas,M,45:27:41
1303,BONNEVAL Julien,M,45:27:45
1304,HAUGHTON Timothy,M,45:27:48
1305,REQUIRAND Philippe,M,45:27:55
1306,LEMAITRE Sylvain,M,45:28:12
1307,IMBERTI Osvaldo,M,45:28:25
1308,CRAVERO Roberto,M,45:28:30
1309,HEINMETS Indrek,M,45:28:37
1310,DE LA ROULIERE Hugues,M,45:28:39
1311,ÁLVAREZ EIROS Eduardo,M,45:28:51
1312,CAROBOLANTE Silvia,F,45:29:16
1313,MAJETIĆ Dario,M,45:29:17
1314,VIALE Laurent,M,45:29:19
1315,IVANOFF David,M,45:29:33
1316,WORMSER Antoine,M,45:29:35
1317,PIAMPIANO Moreno,M,45:30:18
1318,BERGER Robert,M,45:30:21
1319,LOTH Eric,M,45:30:35
1320,MORANDI Flora,F,45:30:56
1321,DAFFINI Angela,F,45:30:57
1322,ROUE Delphine,F,45:30:58
1323,RICHEL Denis,M,45:31:06
1324,RIZET Claude,M,45:31:16
1325,DOUCHEMENT Sylvain,M,45:31:49
1326,BLATNIK Frederic,M,45:32:07
1327,PIN Michael,M,45:32:07
1328,CATTEAU Nicolas,M,45:32:09
1329,BODDAERT Benoit,M,45:32:13
1330,JIMENEZ MARTINEZ Manuel,M,45:32:36
1331,TITZE Patrick,M,45:32:38
1332,JEGOUIC Alexis,M,45:33:17
1333,WALLACE Amanda,F,45:33:49
1334,DINCEA Lucian,M,45:34:04
1335,CLINCIU Raul,M,45:34:05
1336,KALMAN-JOZSEF Ambrus,M,45:34:07
1337,LE RUYET Philippe,M,45:34:35
1338,MARTINS Manuel Carlos,M,45:34:41
1339,DELATTRE Remi,M,45:36:21
1339,LEGER Luc,M,45:36:21
1341,CROVETTI Federico,M,45:36:45
1342,SMITH Mark,M,45:36:45
1343,ZAKRZEWSKI Paweł,M,45:36:50
1344,LAZZERINI Alberto,M,45:38:00
1345,RIBEIRO Marco,M,45:38:27
1346,MERCHANTE PAMPLIEGA Luis,M,45:38:55
1347,ZIKAS Nikolaos,M,45:38:59
1348,GIRARD Stephane,M,45:39:03
1349,NEGRI Stefano,M,45:39:08
1350,ROGIC Natasa,F,45:40:19
1351,ANE Germain,M,45:40:55
1352,BÁEZ PLASENCIA Nestor,M,45:41:00
1353,GROEN Roel,M,45:41:19
1354,PÉROLAT Patrice,M,45:41:19
1355,GIROUD Julien,M,45:41:21
1356,SOUVERAIN Vincent,M,45:41:46
1357,DROZDIAK Nick,M,45:42:09
1358,FARDOUX Patrick,M,45:42:16
1359,MOMBELET Yvan,M,45:43:04
1360,MENDOZA Fernando,M,45:43:32
1361,CARDONA Fabien,M,45:43:53
1362,SALMON Laurent,M,45:44:11
1363,ROMAN Eric,M,45:44:30
1364,DEVY François,M,45:44:40
1365,TORRESI Giulia,F,45:44:51
1366,MOREL Julien,M,45:45:37
1367,SAMUELSSON Christian,M,45:46:08
1368,LIGER Frédéric,M,45:46:10
1369,ARNDT Tiemo,M,45:47:01
1370,GAUTIER Kevin,M,45:47:35
1371,MARILL Laurens,M,45:47:48
1372,RIVET Nicolas,M,45:48:56
1373,CRISCI Frederic,M,45:49:01
1374,THIEL Jerome,M,45:49:28
1375,RATHOUIS Marc,M,45:50:11
1376,BARRAUD Laurent,M,45:50:14
1377,CHAUSSOD Orlando,M,45:50:14
1378,APOLLONI Enzo,M,45:50:56
1379,JAWOROWICZ Tomasz,M,45:51:27
1380,LE DORTZ Romain,M,45:51:34
1381,JADOT Edouard,M,45:52:23
1381,DE MARNIX Guillaume,M,45:52:23
1383,DELLOYE Eric,M,45:52:25
1383,TERLINDEN Augustin,M,45:52:25
1385,DISTORT Claudio,M,45:52:31
1386,CAPELLI Cristiano,M,45:52:33
1387,DISTORT Corrado,M,45:52:34
1388,HENG Bou,M,45:53:13
1389,HOARAU Pascal,M,45:53:15
1390,LAGER Bruno,M,45:53:20
1391,TATNGA Valentin,M,45:53:29
1392,BIJLSMA Jelle,M,45:53:51
1393,JOURNET William,M,45:54:24
1394,MENUET Benjamin,M,45:54:26
1395,DOSSOT Jean-Marc,M,45:54:41
1396,HOFFMANN Dominic,M,45:55:48
1397,FERRANDO Florent,M,45:55:52
1398,KATO Hiromasa,M,45:56:02
1399,BONOMELLI Alessandro,M,45:56:15
1400,ESSEMILAIRE Luc,M,45:56:36
1401,JACOBELLI Thibaut,M,45:56:40
1402,CARTIER Emmanuel,M,45:56:40
1403,WENDLING Arnaud,M,45:56:48
1404,CARTE Thierry,M,45:56:53
1405,QUIL Emmanuel,M,45:56:53
1406,NICOLINI Matthieu,M,45:57:14
1407,POPA Georgiana Camelia,F,45:57:48
1408,ROBERT Olivier,M,45:57:53
1409,YOUSFI Karim,M,45:58:12
1410,RICHARD Romuald,M,45:58:12
1411,FIEVET Pascal,M,45:58:14
1412,RICHARDOT Christophe,M,45:58:37
1413,BEDNARCZYK Jacek,M,45:58:50
1414,DEPETRIS Estelle,F,45:58:59
1415,MATT Karine,F,45:59:03
1416,CHARIE Stéphane,M,45:59:08
1417,GODET Arnaud,M,45:59:14
1418,LAPAZ Pablo,M,46:00:11
1419,PINAULT Philippe,M,46:00:29
1420,COUANON Julien,M,46:00:51
1421,ABLAIN Michaël,M,46:00:59
1422,SEDILOT Manuel,M,46:00:59
1423,MERCIER Olaf,M,46:01:30
1424,TRUJILLO MARTÍNEZ Toni,M,46:01:37
1425,GOMES Paulo,M,46:01:39
1426,AUVINET Cyril,M,46:01:41
1427,COURRIEU Pierre,M,46:01:50
1428,PELTANCHE Yannick,M,46:02:44
1429,LECOIN Marc,M,46:03:00
1430,MICHALEC Marcin,M,46:03:20
1431,PIROVANO Andrea,M,46:03:25
1432,ŁOPATKIEWICZ Beata,F,46:03:26
1433,GOSSELIN Christophe,M,46:03:30
1434,JAVAULT Cédric,M,46:03:48
1435,BELL Brian,M,46:04:04
1436,VILLETTE Hugues,M,46:04:36
1437,TRANCHANT Bertrand,M,46:05:26
1438,LIBOT Loic,M,46:05:30
1439,COMPAGNE Thierry,M,46:05:35
1440,BRUNELLE Olivier,M,46:05:35
1441,LE BARS Luidgi,M,46:05:36
1442,GARVI CARMONA Jesus,M,46:06:12
1443,REBELO ALMEIDA Claudino,M,46:06:40
1444,TREMOUILLE Arnaud,M,46:07:10
1445,GUZIK Robert,M,46:07:29
1446,ARGILES Xavier,M,46:08:08
1447,SALA FLORES Pere,M,46:08:13
1448,UGOREK Jarosław,M,46:08:25
1449,HARKAT Cedric,M,46:08:26
1450,PIGŁOWSKI Dawid,M,46:08:27
1451,DE SCHUTTER  Steven,M,46:08:47
1452,CHEUNG Chin Tung James,M,46:10:51
1453,ZGAGACZ Paweł,M,46:11:14
1454,CARPENTIER  Romain,M,46:11:19
1455,ENOKSEN HAGEN Rakel,F,46:11:22
1456,RENARD Delphine,F,46:11:27
1457,TOPOLSKI Piotr,M,46:11:30
1458,CHANKSELIANI Larissa,F,46:12:36
1459,BAJOHR Harald,M,46:12:37
1460,DESTON Franck,M,46:12:43
1461,CORABOEUF Stéphane,M,46:13:15
1462,LUMET Thomas,M,46:13:18
1463,RAVASINI Alessandro,M,46:15:43
1464,ELOSUA FRANCIA Iñaki Elosua,M,46:16:33
1465,PLICHTA Katherine,F,46:17:31
1466,HOAREAU Philippe,M,46:17:57
1467,PERRAUDIN Xavier,M,46:18:07
1468,ROUSSELET Thierry,M,46:19:27
1469,LASCOLS Fabrice,M,46:19:31
1470,KACZYŃSKI Artur,M,46:19:47
1471,HETIER Jean Raphael,M,46:20:27
1472,CAMPODONICO Nicolas,M,46:20:50
1473,BEULEN Bruno,M,46:21:33
1474,ROUSSILLON Nicolas,M,46:21:44
1475,ELGAN Caroline Olivia,F,46:22:13
1476,ROTHE Patrick,M,46:22:39
1477,ROMAGNONI Matteo,M,46:23:46
1478,BRETON Christophe,M,46:24:43
1479,AZERARAK Christophe,M,46:24:49
1480,PASZKIEL Artur,M,46:25:35
1481,TURRA Pierfrancesco,M,46:25:57
1482,KING Charlotte,F,46:26:14
1483,BRIOUDES Vincent,M,46:26:15
1484,LEE Jae Hoon,M,46:26:37
1485,COUCKE Romain,M,46:27:36
1486,DVORAK Claire-Anne,F,46:27:41
1487,DELSAUT Eric,M,46:27:55
1488,RATSIRAHONANA Harry,M,46:29:58
1489,ZAUG Julien,M,46:30:01
1490,SANTOS Silvério Oliveira,M,46:30:26
1491,LEGRIEL Sébastien,M,46:30:30
1492,STYPULA Elaine,F,46:30:35
1493,LOUIS Christian,M,46:31:57
1494,HACHATRYAN Miran,M,46:32:54
1495,CHAILLET Olivier,M,46:33:08
1496,JAUBERT Frederic,M,46:34:55
1497,DE NISI Fabio,M,46:35:36
1498,BENARD  Laurent,M,46:36:46
1499,DRESCHER Anke,F,46:36:58
1500,PÉREZ GÓMEZ  Manuel,M,46:37:19
1501,HU Mi,M,46:37:31
1502,LAJTAR Krzysztof,M,46:38:47
1503,TESSIER Pierre,M,46:38:54
1504,GANSEN Vera,F,46:40:18
1505,INGEMARSDOTTER Anna,F,46:40:59
1506,CASARSA Tiziana,F,46:42:29
1507,JAMOIS Sébastien,M,46:43:26
1508,BOUSQUET Michelle,F,46:45:55
1509,SERRADJI Ange,M,46:49:36
1510,LACOMBE Mélanie,F,46:50:03
1511,REBOUX Gilles,M,46:54:08
1512,QUILLIOT Jean-Bernard,M,46:54:16
1513,MARTÍNEZ ASÍS José Antonio,M,46:59:30
1514,COMMEND JEQUIER Angelique,F,47:00:51
1515,PEÑA BAO Antonio,M,47:10:43
1516,MALLEGOL Nicolas,M,47:11:47
1517,CROUSE Monika,F,47:17:58
1518,DEGAND Aline,F,47:23:05
1519,FOURNIER Stéphane,M,47:25:35
1520,XUEREF Romain,M,47:32:32
1521,LAUGESEN Lars,F,47:47:32
